 COVARIABLE MRK M_Beta SD_Beta M_Delta BF(dB) 
  1     460  -0.00001187   0.00037508   0.00100000 -13.05177600
  1     461  -0.00009312   0.00301834   0.00400000  -4.00564152
  1     462  -0.00002092   0.00048068   0.00200000  -7.02465351
  1     463   0.00002901   0.00145925   0.00200000  -7.02465351
  1     464  -0.00003487   0.00110212   0.00100000 -13.05177600
  1     465   0.00473684   0.02359785   0.04600000   6.78844652
  1     466  -0.00009632   0.00304431   0.00100000 -13.05177600
  1     467  -0.00034436   0.00609324   0.00400000  -4.00564152
  1     468   0.00093282   0.00724017   0.02100000   3.27071798
  1     469   0.00000000   0.00000000   0.00000000 -13.05177600
  1     470   0.00000000   0.00000000   0.00000000 -13.05177600
  1     471   0.00014630   0.00216272   0.00500000  -3.03217882
  1     472   0.00007303   0.00184160   0.00200000  -7.02465351
  1     473   0.00003959   0.00108045   0.00200000  -7.02465351
  1     474  -0.00069289   0.00586953   0.01400000   1.47886315
  1     475  -0.00008219   0.00259784   0.00100000 -13.05177600
  1     476   0.00001638   0.00357131   0.00500000  -3.03217882
  1     477  -0.00029283   0.00456504   0.00700000  -1.56216014
  1     478   0.00000000   0.00000000   0.00000000 -13.05177600
  1     479   0.00006283   0.00198571   0.00100000 -13.05177600
  1     480  -0.00316053   0.02146278   0.02700000   4.38886118
  1     481   0.00340405   0.01533114   0.05500000   7.60566076
  1     482   0.00037761   0.00887827   0.00600000  -2.23599939
  1     483  -0.00017451   0.00311222   0.00600000  -2.23599939
  1     484   0.00014880   0.00283292   0.00300000  -5.25938709
  1     485  -0.00019220   0.00333670   0.00700000  -1.56216014
  1     486   0.00005402   0.00170743   0.00100000 -13.05177600
  1     487  -0.00012841   0.00405988   0.00500000  -3.03217882
  1     488   0.00033824   0.00393271   0.01100000   0.41831588
  1     489   0.00007773   0.00354976   0.00800000  -0.97786491
  1     490  -0.00003788   0.00442820   0.00200000  -7.02465351
  1     491  -0.00031345   0.00588235   0.00300000  -5.25938709
  1     492   0.00005813   0.00206391   0.00200000  -7.02465351
  1     493  -0.00003010   0.00095125   0.00100000 -13.05177600
  1     494   0.00000950   0.00045040   0.00200000  -7.02465351
  1     495  -0.00042826   0.00567970   0.00600000  -2.23599939
  1     496   0.00009750   0.00305649   0.00200000  -7.02465351
  1     497  -0.00004005   0.00126600   0.00100000 -13.05177600
  1     498   0.00000000   0.00000000   0.00000000 -13.05177600
  1     499   0.00006756   0.00154956   0.00200000  -7.02465351
  1     500  -0.00002004   0.00063326   0.00100000 -13.05177600
  1     501  -0.00001739   0.00054968   0.00100000 -13.05177600
  1     502   0.00001742   0.00055065   0.00100000 -13.05177600
  1     503  -0.00000463   0.00144648   0.00300000  -5.25938709
  1     504   0.00299640   0.01481882   0.04200000   6.37518976
  1     505  -0.00000662   0.00027372   0.00300000  -5.25938709
  1     506  -0.00009365   0.00258298   0.00300000  -5.25938709
  1     507  -0.00006562   0.00183013   0.00300000  -5.25938709
  1     508   0.00007347   0.00134372   0.00300000  -5.25938709
  1     509  -0.00001741   0.00055020   0.00100000 -13.05177600
  1     510   0.00184323   0.01470602   0.01900000   2.82719788
  1     511   0.00000027   0.00026109   0.00300000  -5.25938709
  1     512   0.00060626   0.00818359   0.00800000  -0.97786491
  1     513   0.00000000   0.00000000   0.00000000 -13.05177600
  1     514   0.00000000   0.00000000   0.00000000 -13.05177600
  1     515   0.00019117   0.00370109   0.00300000  -5.25938709
  1     516  -0.00024235   0.00830885   0.00600000  -2.23599939
  1     517   0.00000000   0.00000000   0.00000000 -13.05177600
  1     518  -0.00008139   0.00151556   0.00400000  -4.00564152
  1     519  -0.00005783   0.00182782   0.00100000 -13.05177600
  1     520  -0.00011646   0.00330078   0.00300000  -5.25938709
  1     521  -0.00001969   0.00062243   0.00100000 -13.05177600
  1     522   0.00012436   0.00420353   0.00600000  -2.23599939
  1     523  -0.00005944   0.00187879   0.00100000 -13.05177600
  1     524  -0.00005882   0.00144893   0.00300000  -5.25938709
  1     525   0.00000000   0.00000000   0.00000000 -13.05177600
  1     526  -0.00216617   0.01436976   0.02600000   4.22049586
  1     527   0.00023189   0.00367763   0.00700000  -1.56216014
  1     528  -0.00001054   0.00135601   0.00300000  -5.25938709
  1     529   0.00002344   0.00074074   0.00100000 -13.05177600
  1     530   0.00035509   0.00549564   0.00600000  -2.23599939
  1     531   0.00007395   0.00178199   0.00200000  -7.02465351
  1     532  -0.00009618   0.00147388   0.00500000  -3.03217882
  1     533   0.00000000   0.00000000   0.00000000 -13.05177600
  1     534  -0.00234354   0.01441658   0.02900000   4.70813963
  1     535   0.00078252   0.00765613   0.01500000   1.78290223
  1     536  -0.00011597   0.00326365   0.00500000  -3.03217882
  1     537   0.00001662   0.00052522   0.00100000 -13.05177600
  1     538  -0.00169616   0.01190427   0.02300000   3.67468467
  1     539   0.00037579   0.00717797   0.00800000  -0.97786491
  1     540   0.00006120   0.00157712   0.00200000  -7.02465351
  1     541  -0.00002666   0.00084271   0.00100000 -13.05177600
  1     542   0.00002061   0.00206972   0.00600000  -2.23599939
  1     543   0.00000000   0.00000000   0.00000000 -13.05177600
  1     544   0.00059816   0.00944345   0.01000000   0.00000000
  1     545   0.00000976   0.00027005   0.00200000  -7.02465351
  1     546   0.00002930   0.00092615   0.00100000 -13.05177600
  1     547  -0.00004052   0.00097421   0.00200000  -7.02465351
  1     548  -0.00001745   0.00046890   0.00200000  -7.02465351
  1     549   0.00137285   0.01127894   0.01600000   2.06760079
  1     550   0.00010324   0.00238711   0.00200000  -7.02465351
  1     551  -0.00017360   0.00332507   0.00300000  -5.25938709
  1     552  -0.00007787   0.00150097   0.00300000  -5.25938709
  1     553  -0.00003699   0.00116901   0.00100000 -13.05177600
  1     554  -0.00003779   0.00087399   0.00200000  -7.02465351
  1     555   0.00128268   0.01028337   0.01900000   2.82719788
  1     556   0.00011129   0.00265018   0.00200000  -7.02465351
  1     557   0.00081455   0.00717873   0.01500000   1.78290223
  1     558   0.00002763   0.00087341   0.00100000 -13.05177600
  1     559  -0.00000600   0.00018975   0.00100000 -13.05177600
  1     560  -0.00005223   0.00532161   0.00400000  -4.00564152
  1     561   0.00383761   0.02039520   0.04200000   6.37518976
  1     562  -0.00011483   0.00174203   0.00500000  -3.03217882
  1     563   0.00155867   0.00998998   0.02900000   4.70813963
  1     564  -0.00021419   0.00452191   0.00300000  -5.25938709
  1     565   0.00002702   0.00085409   0.00100000 -13.05177600
  1     566   0.00001027   0.00055794   0.00200000  -7.02465351
  1     567  -0.00000085   0.00002676   0.00100000 -13.05177600
  1     568  -0.00146669   0.01253846   0.01800000   2.58796212
  1     569  -0.00061498   0.00792447   0.00900000  -0.46195950
  1     570   0.00013695   0.00338392   0.00300000  -5.25938709
  1     571   0.00035757   0.00465587   0.00700000  -1.56216014
  1     572   0.00003748   0.00074707   0.00300000  -5.25938709
  1     573  -0.00002052   0.00064853   0.00100000 -13.05177600
  1     574  -0.00041371   0.00358518   0.01400000   1.47886315
  1     575   0.00021638   0.00291723   0.00700000  -1.56216014
  1     576  -0.00000975   0.00030829   0.00100000 -13.05177600
  1     577   0.00003997   0.00126334   0.00100000 -13.05177600
  1     578   0.00003690   0.00088940   0.00200000  -7.02465351
  1     579   0.00010177   0.00321672   0.00100000 -13.05177600
  1     580  -0.00001972   0.00062326   0.00100000 -13.05177600
  1     581  -0.00003582   0.00082647   0.00200000  -7.02465351
  1     582   0.00008567   0.00228119   0.00200000  -7.02465351
  1     583  -0.00003641   0.00115095   0.00100000 -13.05177600
  1     584  -0.00001827   0.00057738   0.00100000 -10.03930294
  1     585  -0.00010269   0.00185247   0.00400000  -4.00564152
  1     586  -0.00020145   0.00383034   0.00300000  -5.25938709
  1     587   0.00060735   0.00750893   0.00800000  -0.97786491
  1     588  -0.00000519   0.00186695   0.00400000  -4.00564152
  1     589   0.00266016   0.01704220   0.03000000   4.85984715
  1     590   0.00017528   0.00412763   0.00400000  -4.00564152
  1     591  -0.00016577   0.00491790   0.00300000  -5.25938709
  1     592  -0.00008673   0.00159955   0.00300000  -5.25938709
  1     593   0.00116876   0.00811264   0.02400000   3.86396619
  1     594  -0.00002607   0.00082393   0.00100000 -13.05177600
  1     595   0.00000029   0.00074049   0.00200000  -7.02465351
  1     596  -0.00022727   0.00415676   0.00300000  -5.25938709
  1     597  -0.00040550   0.00502762   0.00800000  -0.97786491
  1     598  -0.00189625   0.01450476   0.02200000   3.47719021
  1     599  -0.00152968   0.01089167   0.02200000   3.47719021
  1     600  -0.00781799   0.03542161   0.05100000   7.25939158
  1     601   0.00001010   0.00031915   0.00100000 -13.05177600
  1     602   0.00000000   0.00000000   0.00000000 -13.05177600
  1     603   0.00000000   0.00000000   0.00000000 -13.05177600
  1     604   0.00003579   0.00146878   0.00300000  -5.25938709
  1     605  -0.00034097   0.00602635   0.00500000  -3.03217882
  1     606   0.00000000   0.00000000   0.00000000 -13.05177600
  1     607  -0.00009692   0.00306331   0.00100000 -13.05177600
  1     608  -0.00044309   0.00683594   0.00600000  -2.23599939
  1     609  -0.00002381   0.00059759   0.00200000  -7.02465351
  1     610  -0.00017498   0.00410422   0.00300000  -5.25938709
  1     611  -0.00036183   0.00513453   0.00600000  -2.23599939
  1     612   0.00001123   0.00071128   0.00200000  -7.02465351
  1     613  -0.00000101   0.00003179   0.00100000 -13.05177600
  1     614   0.00018915   0.00304467   0.00500000  -3.03217882
  1     615  -0.00073413   0.01026766   0.00700000  -1.56216014
  1     616  -0.00005586   0.00405924   0.00600000  -2.23599939
  1     617   0.00033209   0.00368941   0.00900000  -0.46195950
  1     618   0.00002355   0.00074425   0.00100000 -13.05177600
  1     619  -0.00002952   0.00093301   0.00100000 -13.05177600
  1     620   0.00040760   0.00674816   0.00400000  -4.00564152
  1     621  -0.00093013   0.00842193   0.01400000   1.47886315
  1     622   0.00000710   0.00022428   0.00100000 -13.05177600
  1     623   0.00027948   0.00459571   0.00700000  -1.56216014
  1     624   0.00088842   0.00891999   0.01500000   1.78290223
  1     625   0.00053961   0.00623095   0.01000000   0.00000000
  1     626  -0.00045090   0.00384123   0.01500000   1.78290223
  1     627   0.00001943   0.00331974   0.00300000  -5.25938709
  1     628  -0.00225309   0.01218695   0.04200000   6.37518976
  1     629   0.00019655   0.00323224   0.00400000  -4.00564152
  1     630   0.00000000   0.00000000   0.00000000 -13.05177600
  1     631   0.00298498   0.01212343   0.06600000   8.44832254
  1     632  -0.00003049   0.00096381   0.00100000 -13.05177600
  1     633   0.00001847   0.00079784   0.00300000  -5.25938709
  1     634   0.00001988   0.00129307   0.00200000  -7.02465351
  1     635  -0.00087598   0.01003047   0.00900000  -0.46195950
  1     636   0.00004250   0.00151722   0.00400000  -4.00564152
  1     637   0.00051718   0.00645052   0.00900000  -0.46195950
  1     638  -0.00609512   0.03009408   0.04300000   6.48191712
  1     639   0.00000378   0.00011933   0.00100000 -13.05177600
  1     640   0.00026478   0.00368768   0.00600000  -2.23599939
  1     641  -0.00000031   0.00000965   0.00100000 -13.05177600
  1     642   0.00002756   0.00062732   0.00200000  -7.02465351
  1     643  -0.00013937   0.00971427   0.01000000   0.00000000
  1     644   0.00000000   0.00000000   0.00000000 -13.05177600
  1     645   0.00030891   0.00449834   0.00700000  -1.56216014
  1     646   0.00034674   0.00482337   0.00600000  -2.23599939
  1     647  -0.00005741   0.00115353   0.00300000  -5.25938709
  1     648   0.00000000   0.00000000   0.00000000 -13.05177600
  1     649   0.00000000   0.00000000   0.00000000 -13.05177600
  1     650   0.00003428   0.00076871   0.00300000  -5.25938709
  1     651  -0.00035991   0.00596914   0.00400000  -4.00564152
  1     652  -0.00014667   0.00271325   0.00300000  -5.25938709
  1     653  -0.00216922   0.01770799   0.01600000   2.06760079
  1     654  -0.00055530   0.00519031   0.01200000   0.80059496
  1     655   0.00245562   0.01968885   0.02300000   3.67468467
  1     656  -0.00011495   0.00206857   0.00400000  -4.00564152
  1     657  -0.00093985   0.00875848   0.01300000   1.15261394
  1     658   0.00003528   0.00111510   0.00100000 -13.05177600
  1     659   0.00070606   0.00647729   0.01300000   1.15261394
  1     660  -0.00010030   0.00188874   0.00300000  -5.25938709
  1     661   0.00021899   0.00381773   0.00500000  -3.03217882
  1     662  -0.00001440   0.00101832   0.00200000  -7.02465351
  1     663  -0.00203162   0.01360932   0.02500000   4.04570588
  1     664   0.00159492   0.01491601   0.01500000   1.78290223
  1     665   0.00084327   0.00636623   0.02100000   3.27071798
  1     666  -0.00009847   0.00301272   0.00300000  -5.25938709
  1     667  -0.00103332   0.01077415   0.01300000   1.15261394
  1     668  -0.00129725   0.01211297   0.01500000   1.78290223
  1     669   0.00046917   0.00431793   0.01400000   1.47886315
  1     670   0.00030927   0.00452660   0.00500000  -3.03217882
  1     671  -0.00002030   0.00064163   0.00100000 -13.05177600
  1     672   0.00013924   0.00506294   0.00500000  -3.03217882
  1     673   0.00009394   0.00215119   0.00300000  -5.25938709
  1     674   0.00008306   0.00165722   0.00300000  -5.25938709
  1     675  -0.00012353   0.00290206   0.00600000  -2.23599939
  1     676  -0.00000578   0.00018271   0.00100000 -13.05177600
  1     677   0.00002846   0.00089964   0.00100000 -13.05177600
  1     678  -0.00039086   0.00409054   0.01100000   0.41831588
  1     679  -0.00014183   0.00388364   0.00400000  -4.00564152
  1     680  -0.00001819   0.00057484   0.00100000 -13.05177600
  1     681   0.00073735   0.01185454   0.00700000  -1.56216014
  1     682  -0.00005399   0.00170659   0.00100000 -13.05177600
  1     683  -0.00034118   0.00634649   0.00400000  -4.00564152
  1     684  -0.00028327   0.00757773   0.00500000  -3.03217882
  1     685   0.00026550   0.00625763   0.00500000  -3.03217882
  1     686   0.00053952   0.00808409   0.00700000  -1.56216014
  1     687   0.00007398   0.00150729   0.00300000  -5.25938709
  1     688   0.00021200   0.00396391   0.00400000  -4.00564152
  1     689   0.00001148   0.00044812   0.00200000  -7.02465351
  1     690  -0.00003431   0.00111851   0.00200000  -7.02465351
  1     691  -0.00014097   0.00370280   0.00300000  -5.25938709
  1     692  -0.00012461   0.00256372   0.00300000  -5.25938709
  1     693   0.00000591   0.00018665   0.00100000 -13.05177600
  1     694  -0.00003897   0.00123165   0.00100000 -13.05177600
  1     695  -0.00030362   0.00472989   0.00700000  -1.56216014
  1     696   0.00000095   0.00002632   0.00200000  -7.02465351
  1     697  -0.00000839   0.00231756   0.00300000  -5.25938709
  1     698   0.00042419   0.00654322   0.00600000  -2.23599939
  1     699   0.00003993   0.00115396   0.00200000  -7.02465351
  1     700  -0.00015931   0.00360880   0.00400000  -4.00564152
  1     701   0.00026897   0.00440524   0.00400000  -4.00564152
  1     702  -0.00023179   0.00423951   0.00600000  -2.23599939
  1     703   0.00009339   0.00156895   0.00400000  -4.00564152
